Estación,Código,X=N,Y=E,Municipio,Cuenca,Corriente,Año,Enero,Febrero,Marzo ,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2003,0,0,0,0,0,0,0,0,80,90,90,90
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2004,0,0,0,70,80,50,0,0,0,0,0,0
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2005,60,80,80,80,45,90,80,70,50,100,140,100
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2006,10,10,12,14,65,10,8,6,6,10,9,10
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2007,0,7,10,12,12,9,8,8,8,10,8,10
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2008,11,12,10,8,10,8,7,6,8,8,10,8
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2010,10,9,8,10,10,10,21,9,7,6,14,12
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2011,11,22,23,0,23,23,20,18,18,20,24,32
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2012,24,20,16,24,22,17,16,18,14,16,14,14
Pajas Blancas,2119714,949800,961070,Nilo,R. Paguey,Q. Ojo de Agua,2013,13,14,14,13,16,14,10,0,0,0,0,0
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1991,100,22,180,110,70,40,15,10,20,50,50,70
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1992,50,49,20,20,16,10,5,5,10,10,100,170
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1993,120,150,50,150,150,30,15,15,22,200,120,180
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1994,80,90,180,180,180,30,10,5,10,80,120,30
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1995,15,25,170,40,80,70,20,120,70,100,200,120
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1996,190,120,210,180,100,110,120,80,80,120,100,120
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1997,210,68,100,150,180,0,82,78,110,110,90,110
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1998,74,80,100,240,270,88,150,78,140,120,140,200
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,1999,120,200,140,110,180,100,86,86,150,120,140,120
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2000,120,140,300,200,92,100,90,88,140,140,170,100
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2001,90,150,0,98,130,94,90,86,92,198,130,150
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2002,102,100,150,250,100,0,0,78,120,150,110,190
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2003,0,0,0,0,0,0,80,80,130,140,150,150
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2004,100,200,100,170,190,110,100,90,102,170,150,200
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2005,100,104,104,110,160,110,86,84,82,120,110,120
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2006,130,100,250,200,120,180,72,68,80,100,130,150
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2007,170,92,96,120,210,150,70,78,70,270,100,100
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2008,250,140,170,120,140,96,68,74,100,96,210,0
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2009,180,84,200,140,150,130,80,76,110,82,100,100
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2010,80,80,90,130,140,90,100,82,140,100,160,150
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2011,78,150,140,200,231,50,38,50,10,80,98,72
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2012,60,40,70,150,36,10,6,102,202,162,120,135
La Neptuna,2120894,986930,952750,Viotá,R. Calandaima,Q. La Neptuna,2013,150,170,120,150,140,112,108,101,0,0,0,0
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1991,82,63,98,251,255,123,65,61,65,65,58,65
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1992,56,52,46,52,57,0,0,0,0,0,0,55
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1993,52,55,55,68,125,98,75,58,0,0,96,99
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1994,71,68,86,185,287,99,86,72,68,197,297,286
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1995,71,12,13,9,25,72,79,85,95,105,0,144
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1996,93,0,0,70,155,160,88,82,82,83,0,100
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1997,249,78,0,0,0,110,60,45,70,50,50,49
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1998,40,41,58,100,165,140,76,54,74,159,130,199
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1999,195,300,300,250,250,180,120,87,90,150,390,290
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2000,99,99,188,189,200,200,90,80,100,100,64,70
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2001,70,80,80,65,90,64,77,51,55,60,66,64
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2002,63,60,94,193,240,85,210,96,60,60,175,100
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2003,68,57,52,140,89,62,51,35,81,121,220,250
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2004,85,68,69,170,147,191,100,98,100,0,0,0
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2005,110,120,111,114,110,99,89,78,77,53,180,190
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2006,90,82,405,280,300,110,105,87,70,82,99,89
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2007,84,79,66,59,150,175,100,140,100,200,340,147
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2008,110,200,100,200,350,190,110,250,200,220,300,310
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2009,90,110,200,200,300,70,50,60,50,45,100,40
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2010,40,40,40,115,250,200,330,150,150,125,240,250
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2011,120,70,370,400,300,120,110,100,50,234,216,255
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2012,128,150,180,235,220,100,60,59,30,65,79,45
Nariño,2401751,1110340,1024500,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2013,30,40,40,43,180,125,60,50,0,0,0,0
Murca,2306730,1107160,1132748,Aquitania,MM,Q. Aguasal,2009,26,55,45,0,80,85,87,0,50,27,40,26
Murca,2306730,1107160,1132748,Aquitania,MM,Q. Aguasal,2010,22,19,50,70,95,45,37,28,95,40,60,100
Murca,2306730,1107160,1132748,Aquitania,MM,Q. Aguasal,2011,30,17,45,90,95,89,23,12,20,45,70,48
Murca,2306730,1107160,1132748,Aquitania,MM,Q. Aguasal,2012,40,13,50,17,80,15,14,12,13,20,20,15
Murca,2306730,1107160,1132748,Aquitania,MM,Q. Aguasal,2013,18,50,95,100,100,20,7,90,0,0,0,0
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1991,86,70,212,154,69,69,68,140,83,86,114,70
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1992,56,70,58,0,0,0,120,98,53,0,84,120
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1993,60,0,0,73,1161,80,70,65,66,120,196,203
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1994,72,86,66,84,76,78,85,73,120,160,110,68
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1995,68,62,68,120,104,150,94,0,0,159,162,130
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1996,81,70,200,90,140,0,0,0,0,0,0,0
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1997,155,70,78,113,86,145,79,58,63,71,106,66
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1998,40,75,55,99,194,112,98,84,124,200,200,122
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,1999,110,181,178,130,72,124,110,112,100,200,133,100
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2000,115,110,120,37,24,32,120,110,134,175,130,47
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2001,18,83,82,70,70,90,90,70,140,138,80,85
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2002,79,0,82,172,158,86,60,22,38,40,40,42
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2003,42,0,0,44,62,62,0,0,0,0,0,0
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2004,27,12,58,0,0,0,0,0,0,0,0,0
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2006,0,0,0,224,285,250,173,164,135,178,264,80
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2007,140,88,90,200,107,108,104,125,98,161,187,148
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2008,119,119,148,204,218,175,151,204,210,164,244,205
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2009,101,100,129,113,125,78,71,65,123,87,125,68
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2010,0,0,0,164,184,123,213,156,144,203,254,241
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2011,120,138,197,267,260,215,105,133,132,261,284,266
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2012,132,91,125,196,177,130,163,133,82,128,114,67
La Muralla,2120758,1029600,987280,Subachoque,R. Subachoque,R. Subachoque,2013,60,74,105,125,127,87,76,84,0,0,0,0
Monterrey,2120980,1107160,1132748,Aquitania,MM,Q. Los Cristales,2009,0,27,21,21,15,15,14,15,16,15,18,16
Monterrey,2120980,1107160,1132748,Aquitania,MM,Q. Los Cristales,2010,14,14,14,20,47,17,18,14,15,16,19,21
Monterrey,2120980,1107160,1132748,Aquitania,MM,Q. Los Cristales,2011,18,18,20,23,22,20,17,15,13,17,22,24
Monterrey,2120980,1107160,1132748,Aquitania,MM,Q. Los Cristales,2012,18,17,16,19,20,16,14,13,14,18,16,16
Monterrey,2120980,1107160,1132748,Aquitania,MM,Q. Los Cristales,2013,15,19,18,19,19,17,15,13,13,0,0,0
Montañuela,2120976,1107160,1132748,Aquitania,NN,Q. Los Cristales,2009,0,10,12,13,11,8,6,5,4,0,7,6
Montañuela,2120976,1107160,1132748,Aquitania,NN,Q. Los Cristales,2010,6,6,5,6,5,6,10,10,9,9,11,11
Montañuela,2120976,1107160,1132748,Aquitania,NN,Q. Los Cristales,2011,9,9,8,8,12,12,8,6,6,10,12,12
Montañuela,2120976,1107160,1132748,Aquitania,NN,Q. Los Cristales,2012,12,10,12,12,10,9,8,8,8,10,4,6
Montañuela,2120976,1107160,1132748,Aquitania,NN,Q. Los Cristales,2013,4,9,10,11,10,10,10,10,10,0,0,0
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,1997,0,0,0,0,0,0,0,0,0,0,48,49
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,1998,32,46,106,93,96,65,46,55,30,95,93,200
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,1999,95,300,204,300,70,54,50,52,82,204,320,300
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2000,93,92,200,100,75,74,44,44,54,95,100,54
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2001,44,63,101,51,50,34,30,44,92,62,94,90
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2002,40,53,84,200,94,95,64,80,64,84,95,70
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2003,44,80,84,94,50,0,50,0,0,300,200,140
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2004,62,44,50,100,135,64,54,54,82,100,95,94
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2005,60,91,94,92,140,62,64,63,60,94,94,0
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2006,71,60,100,94,0,0,54,44,44,90,194,71
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2007,54,40,84,87,72,44,46,61,43,95,100,100
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2008,96,95,90,150,100,90,74,76,73,75,300,100
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2009,200,96,96,100,96,49,40,31,120,80,84,64
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2010,45,0,44,94,200,96,200,85,80,340,300,100
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2011,95,100,900,295,296,95,80,90,75,800,210,200
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2012,100,70,240,270,55,32,40,35,24,160,50,190
Monasterio,2401794,1102150,1052200,Raquirá,S. Sutamarcha,R. Candelaria,2013,54,95,90,60,140,32,24,35,0,0,0,0
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1991,205,200,200,200,170,150,193,193,177,138,126,161
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1992,190,193,188,184,184,170,145,98,16,12,6,140
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1993,134,135,135,141,182,128,131,130,159,175,170,135
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1994,138,148,148,154,147,139,136,142,155,159,124,0
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1995,139,139,140,139,141,136,133,142,136,143,140,133
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1996,139,138,145,146,149,137,141,134,0,0,0,0
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1997,131,130,138,131,134,142,187,198,195,170,178,182
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1998,176,171,185,182,285,183,190,181,180,178,194,195
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,1999,184,171,190,186,189,191,175,176,235,262,272,172
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2000,166,145,151,145,149,140,181,186,198,198,166,168
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2001,144,148,190,175,190,181,180,192,174,195,171,174
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2002,175,191,175,184,175,167,178,163,157,164,161,173
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2003,151,146,141,152,165,169,167,164,162,171,177,159
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2004,167,176,173,194,184,167,165,162,171,165,174,176
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2005,169,176,173,179,174,170,171,169,175,169,172,171
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2006,175,180,175,198,197,174,175,185,175,175,175,0
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2007,155,150,165,161,168,171,166,187,182,171,165,167
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2008,167,169,171,0,0,0,0,0,189,0,0,0
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2009,0,175,175,173,172,175,172,170,173,175,170,168
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2010,177,165,174,212,244,237,335,224,263,265,340,298
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2011,294,210,342,345,361,360,285,275,280,275,114,200
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2012,68,58,66,280,80,36,90,50,40,156,45,20
El Molino,2120785,1050700,1017100,Nemocón,R. Barandillas,R. Barandillas,2013,0,50,118,109,220,34,24,0,0,0,0,0
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1991,30,22,35,30,35,0,0,31,28,28,28,25
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1992,20,25,25,23,23,25,25,25,23,24,24,30
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1993,26,30,25,29,41,33,28,26,27,25,41,24
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1994,34,48,30,34,40,34,34,38,36,39,47,36
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1995,29,27,36,40,43,45,31,37,39,42,43,39
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1996,44,40,57,37,39,42,55,45,51,42,49,65
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1997,37,36,35,39,36,36,37,41,34,37,52,35
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1998,34,45,43,38,44,38,39,42,44,55,73,57
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,1999,50,57,63,62,51,60,45,55,57,56,52,58
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2000,54,48,47,46,43,41,47,41,57,53,44,40
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2001,38,41,44,43,45,45,40,43,47,41,37,38
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2002,46,28,38,38,40,38,38,38,38,46,46,46
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2003,0,0,0,0,0,36,40,36,38,48,40,52
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2004,50,60,40,50,58,58,50,50,58,54,80,68
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2005,52,52,46,48,60,68,60,64,0,76,72,62
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2006,58,60,56,76,74,70,56,56,54,54,60,56
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2007,56,54,56,60,62,58,52,54,53,76,90,82
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2008,56,38,40,50,88,58,70,84,58,60,56,52
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2009,48,14,20,20,14,13,13,13,12,26,22,22
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2010,0,0,0,56,46,22,62,20,22,56,110,70
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2011,22,38,48,90,68,34,20,30,17,22,40,80
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2012,27,16,25,100,40,22,16,30,18,38,20,22
Las Mercedes,2120879,1034850,997500,Tabio,R. Chicú,R. Chicú,2013,17,24,38,48,48,28,20,22,24,0,0,0
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2007,85,70,90,95,95,95,85,90,90,95,90,95
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2008,97,98,97,98,97,95,85,85,90,95,95,95
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2009,95,90,97,90,97,95,80,30,17,60,70,28
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2010,13,9,10,55,70,70,70,60,90,70,85,70
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2011,40,95,80,95,70,60,22,62,40,90,90,80
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2012,60,40,70,80,75,40,22,47,22,70,60,65
Matadero,2119753,978398,965135,Silvania,R. Sumapaz,Q. Yayata,2013,49,80,55,70,80,40,60,55,29,0,0,0
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,1996,0,0,0,0,0,48,66,49,34,58,0,0
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,1997,52,58,54,140,60,66,78,66,58,58,62,56
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,1998,48,50,246,80,88,90,74,72,76,90,72,60
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,1999,64,70,98,80,76,80,78,90,90,96,86,92
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2000,60,60,70,66,70,86,116,72,110,78,120,64
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2001,62,66,94,62,74,74,70,88,90,76,110,70
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2002,62,68,98,88,116,106,90,82,90,80,82,72
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2003,0,0,0,0,0,70,70,146,68,68,60,62
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2004,52,44,48,40,82,44,50,0,0,0,0,0
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2005,0,28,36,44,58,36,30,30,36,44,40,78
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2006,18,14,34,110,70,42,30,40,34,38,90,22
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2007,0,30,48,78,40,44,47,49,49,90,58,41
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2008,40,39,33,40,56,70,0,54,62,89,68,60
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2009,45,42,42,48,46,68,50,45,42,65,45,39
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2010,36,36,36,58,90,83,92,77,72,76,100,80
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2011,54,61,71,97,70,70,50,50,48,70,68,70
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2012,48,47,68,90,75,57,70,70,58,70,57,49
El Manzano,2120935,1050270,1010070,Cogua,R. Susagua,R. Susagua,2013,35,50,75,99,82,46,40,47,57,0,0,0
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1991,38,52,83,52,70,70,38,58,120,99,140,170
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1992,0,63,58,92,56,50,32,40,45,53,195,180
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1993,80,130,58,190,0,50,80,32,80,190,80,0
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1994,0,80,90,100,0,45,47,45,50,150,0,0
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1995,0,60,150,0,0,0,0,0,0,0,130,0
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1996,0,58,110,115,205,110,130,0,0,150,200,100
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1997,175,70,120,200,100,81,0,81,105,120,130,120
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1998,0,100,110,120,140,120,270,105,220,0,0,0
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,1999,0,0,160,220,150,130,103,130,122,150,170,160
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2000,90,132,154,110,82,90,99,86,160,89,100,82
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2001,89,80,179,75,92,74,79,72,90,125,131,102
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2002,81,88,110,284,0,0,0,0,0,0,0,0
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2003,0,0,0,0,0,0,0,0,50,89,100,130
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2004,57,100,57,260,220,0,0,28,92,100,55,105
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2005,49,75,50,49,120,110,70,35,55,75,120,98
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2006,110,42,115,149,210,110,70,87,260,152,210,125
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2007,0,85,110,152,152,140,79,130,89,180,140,175
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2008,162,162,155,170,190,147,132,205,150,204,155,123
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2009,70,76,152,85,145,70,43,50,67,85,73,65
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2010,35,60,67,83,110,50,65,81,46,69,120,122
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2011,80,105,72,160,170,163,74,55,75,100,182,132
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2012,126,62,56,167,86,15,5,16,5,75,96,30
Manzanares,2120892,1010600,952400,La Mesa,R. Curí,R. Curí,2013,52,105,55,200,110,121,25,72,31,0,0,0
La Malilla,2401755,1081280,1020140,Carmen de Carupa,R. El Hato,R. Carupa,1992,79,75,106,68,70,69,67,69,68,69,93,100
La Malilla,2401755,1081280,1020140,Carmen de Carupa,R. El Hato,R. Carupa,1993,79,79,86,102,160,81,74,78,82,178,160,102
La Malilla,2401755,1081280,1020140,Carmen de Carupa,R. El Hato,R. Carupa,1994,104,103,126,161,146,87,80,80,150,170,138,84
La Malilla,2401755,1081280,1020140,Carmen de Carupa,R. El Hato,R. Carupa,1995,80,78,128,98,94,81,73,124,86,103,134,94
