Estación,Código,X=N,Y=E,Municipio,Cuenca,Corriente,Año,Enero,Febrero,Marzo ,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2001,0,0,0,46,20,61,79,57,55,129,110,92
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2002,77,72,134,80,86,60,45,63,56,43,113,43
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2003,35,19,103,83,70,51,30,34,35,63,72,61
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2004,35,35,83,110,72,55,42,40,52,123,105,71
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2005,39,28,26,27,42,40,39,43,45,70,120,60
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2006,55,35,59,135,120,64,46,35,47,59,135,0
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2007,47,31,59,58,49,42,42,98,55,130,79,62
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2008,58,56,48,95,130,115,60,0,110,100,130,110
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2009,50,47,0,85,57,55,39,0,44,52,38,31
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2010,22,0,24,53,160,58,250,80,40,34,100,120
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2011,54,105,220,250,210,88,45,55,42,140,240,220
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2012,70,47,120,250,95,76,70,75,68,85,76,78
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2013,70,83,80,100,250,98,88,0,0,0,0,0
Pte Pedregal,2401799,1107160,1132748,Aquitania,MM,Q. Aguas Claras,2009,0,38,190,80,44,40,39,37,40,38,40,32
Pte Pedregal,2401799,1107160,1132748,Aquitania,MM,Q. Aguas Claras,2010,32,32,38,145,200,130,200,60,0,67,125,100
Pte Pedregal,2401799,1107160,1132748,Aquitania,MM,Q. Aguas Claras,2011,60,160,160,190,190,80,45,50,40,50,100,100
Pte Pedregal,2401799,1107160,1132748,Aquitania,MM,Q. Aguas Claras,2012,73,60,60,100,60,60,69,71,50,100,61,60
Pte Pedregal,2401799,1107160,1132748,Aquitania,MM,Q. Aguas Claras,2013,49,65,100,83,100,71,67,56,61,0,0,0
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,1999,0,0,0,0,75,62,40,61,92,98,55,40
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2000,0,20,90,15,45,55,80,45,49,65,69,58
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2001,48,338,55,58,50,50,28,18,70,80,40,70
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2002,31,34,30,80,0,0,0,0,0,34,45,45
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2003,0,0,0,0,0,0,28,28,42,75,80,78
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2004,60,85,130,120,120,70,49,0,0,0,0,0
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2005,110,70,160,100,120,0,60,50,49,100,100,100
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2006,110,90,90,55,150,80,50,65,60,80,120,102
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2007,87,80,77,100,120,80,75,90,0,100,110,200
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2008,120,135,110,105,110,110,110,200,120,200,140,105
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2009,110,120,140,130,99,0,0,0,45,65,99,40
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2010,41,40,90,100,88,78,74,98,64,99,93,0
Pte Peatonal,2120931,1010900,960100,Cachipay,R. Apulo,R. Apulo,2011,85,90,73,120,115,99,52,55,50,75,0,0
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,1998,0,0,0,0,0,0,0,49,85,150,200,220
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,1999,210,300,150,200,200,230,100,152,216,210,250,270
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2000,0,0,81,89,0,45,80,90,160,194,108,98
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2001,50,86,168,48,120,66,50,48,96,118,150,300
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2002,60,118,86,220,180,200,150,36,120,178,206,200
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2003,140,208,270,290,168,184,184,0,0,0,0,0
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2007,0,0,110,130,180,150,70,100,80,210,175,165
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2008,91,120,132,0,202,110,130,200,95,130,198,103
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2009,80,100,170,310,149,130,121,58,78,109,205,35
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2010,50,42,21,240,200,158,138,68,143,183,241,269
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2011,85,280,203,320,240,198,110,148,150,180,250,177
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2012,128,120,160,200,200,128,165,150,124,210,180,197
Pte Negro,2119733,960120,951150,Pandi,R. Negro,R. Negro,2013,210,133,130,219,250,135,110,150,185,0,0,0
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,1998,46,100,100,100,28,0,0,0,0,0,0,0
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,1999,0,0,0,0,73,89,28,20,100,110,90,90
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2000,80,90,90,90,70,140,80,35,80,100,120,55
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2001,110,100,150,60,100,100,25,20,45,80,190,170
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2002,65,100,120,180,190,75,90,40,30,90,110,70
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2003,110,70,100,120,50,50,25,550,90,80,190,120
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2004,341,80,80,100,90,50,50,40,200,100,90,90
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2005,50,150,100,70,100,50,20,50,10,275,270,280
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2006,250,195,300,300,280,195,147,120,111,0,0,0
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2007,0,0,0,264,230,170,133,130,120,260,230,290
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2008,250,210,210,220,300,190,160,190,178,220,320,250
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2009,300,200,300,250,300,163,130,219,140,200,250,185
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2010,155,160,156,200,350,180,200,153,170,200,320,320
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2011,252,410,400,420,450,250,200,148,143,210,400,330
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2012,275,225,210,300,300,165,158,152,149,200,250,210
Pte Naranjal,2306711,1051730,962000,Villeta,R. Negro,R. Tabacal,2013,230,270,230,270,300,170,0,0,0,0,0,0
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1991,88,88,180,140,160,100,150,180,125,105,130,120
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1992,90,85,82,90,100,88,115,140,84,78,100,110
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1993,85,98,85,115,160,95,90,85,100,100,185,140
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1994,105,100,95,120,110,170,140,98,120,150,145,95
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1995,88,88,100,120,145,160,95,140,180,125,115,130
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1996,108,95,180,110,120,150,170,120,105,145,115,195
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1997,100,90,110,110,90,160,115,95,90,95,120,110
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1998,90,100,92,115,210,130,135,120,100,190,155,150
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,1999,140,188,170,175,160,130,160,150,195,290,175,120
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2000,98,188,135,110,95,130,138,100,175,135,135,82
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2001,85,90,100,85,100,110,80,95,140,110,160,110
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2002,85,78,105,160,160,160,100,115,140,130,110,130
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2003,90,88,100,175,105,95,110,125,160,170,170,175
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2004,100,100,110,125,160,108,115,100,160,160,230,132
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2005,95,110,90,130,180,150,110,130,120,200,190,140
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2006,138,98,130,310,380,200,138,110,100,140,250,150
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2007,120,100,110,200,115,108,120,135,108,200,270,140
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2008,125,128,145,228,210,170,155,200,200,142,295,186
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2009,100,125,130,195,125,98,85,90,120,185,100,88
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2010,0,0,0,190,180,130,228,190,105,150,198,198
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2011,105,185,138,126,270,252,105,115,116,230,296,253
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2012,130,98,112,158,0,143,67,110,75,72,74,68
Pte Manrique,2120800,1035400,989400,Subachoque,R. Subachoque,R. Subachoque,2013,54,48,47,53,81,66,57,53,0,0,0,0
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,1998,0,0,0,0,0,0,0,45,98,140,140,0
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,1999,0,0,0,180,120,80,39,75,94,274,221,229
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2000,112,295,217,69,82,149,49,46,168,122,210,47
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2001,32,72,190,39,58,43,33,23,76,110,82,172
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2002,436,57,93,216,172,135,77,69,76,54,66,58
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2003,46,126,158,128,64,58,70,44,48,170,180,92
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2004,150,164,76,178,215,96,87,40,126,176,132,69
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2005,85,75,36,211,150,96,43,200,50,200,380,100
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2006,0,45,140,0,115,190,55,20,105,130,186,38
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2007,115,50,205,120,130,110,105,134,35,170,120,200
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2008,70,180,160,120,160,80,150,150,70,180,230,100
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2009,130,130,180,190,170,100,70,40,120,100,130,100
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2010,60,60,48,170,180,120,150,110,100,180,200,230
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2011,130,180,270,220,170,100,80,120,110,180,190,190
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2012,120,80,100,210,180,35,100,55,42,55,60,60
Pte Los Ríos,2119732,965570,963040,Arbelaez,R. Cuja,R. Guavio,2013,70,70,120,100,108,90,34,80,60,0,0,0
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,1998,0,0,0,0,0,0,0,19,26,42,40,62
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,1999,40,36,48,48,32,26,29,27,22,32,30,22
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2000,29,28,70,52,28,27,18,22,29,58,27,23
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2001,23,32,30,13,19,11,10,11,78,21,18,31
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2002,13,9,9,29,30,36,18,211,19,17,211,17
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2003,8,15,69,25,15,13,14,8,22,67,120,26
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2004,30,20,19,27,26,22,18,22,23,50,30,26
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2005,27,29,20,30,39,30,22,0,25,28,30,26
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2006,32,27,30,38,42,30,28,28,22,38,40,30
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2007,28,30,28,33,34,30,245,35,28,36,27,40
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2008,32,29,29,60,36,32,32,40,27,40,39,28
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2009,29,26,28,36,29,23,23,20,26,19,28,19
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2010,118,106,19,30,34,27,29,25,26,48,40,40
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2011,22,38,40,38,24,20,16,14,12,30,30,52
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2012,37,31,44,40,50,35,39,34,31,34,32,30
Pte Los Pinos,2119731,965830,977520,Pasca,R. Cuja,Q. El Común,2013,46,32,39,40,39,29,26,24,20,0,0,0
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1991,0,0,212,203,217,191,226,244,223,214,291,213
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1992,186,183,180,185,199,171,0,0,0,0,0,0
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1993,0,0,0,196,250,202,0,0,0,0,0,0
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1995,0,0,0,0,0,0,0,214,238,236,220,212
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1996,192,208,220,288,224,256,270,237,194,296,208,250
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1997,228,194,188,240,194,226,244,230,186,193,196,182
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1998,110,95,95,198,346,276,284,234,255,310,302,259
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,1999,247,280,316,320,225,242,228,240,298,350,292,292
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2000,216,242,226,230,220,236,225,200,278,288,248,188
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2001,188,182,210,183,196,190,190,206,225,199,226,213
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2002,183,177,0,0,0,0,0,0,0,217,229,196
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2003,0,2,202,264,198,198,114,124,201,201,210,290
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2004,198,188,151,188,218,198,196,186,218,220,225,210
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2005,0,98,116,102,99,93,98,99,215,330,276,211
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2006,0,0,0,0,0,95,88,89,0,0,0,0
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2007,0,184,135,135,143,205,197,220,209,330,300,226
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2008,205,199,250,270,310,315,248,300,280,240,309,318
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2009,183,153,238,208,211,198,198,196,190,233,180,0
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2010,0,0,0,252,287,258,400,262,280,300,300,300
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2011,210,212,2586,296,300,248,200,250,210,300,280,285
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2012,213,195,212,240,195,195,220,260,225,285,208,192
Pte La Virginia,2120735,1036500,1001200,Tabio,R. Frío,R. Frío,2013,185,183,192,181,118,86,76,72,72,0,0,0
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2003,0,0,0,0,0,0,308,295,267,340,300,360
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2007,258,280,345,360,315,325,337,305,262,400,410,368
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2008,275,305,310,305,490,370,450,379,390,365,445,450
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2009,300,325,332,352,355,240,270,250,240,370,290,320
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2010,225,200,198,390,410,440,530,386,295,410,540,530
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2011,325,368,480,620,590,560,380,410,340,493,565,580
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2012,340,318,360,548,450,354,380,460,338,453,330,315
Pte La Virgen - CAR,2120973,1022171,998028,Cota,R. Bogotá,R. Bogotá,2013,240,335,315,330,385,270,260,300,255,0,0,0
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,1998,0,0,0,0,0,0,0,30,50,70,78,78
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,1999,90,90,94,100,80,74,39,78,85,100,70,50
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2000,46,80,90,70,80,60,24,24,44,84,78,70
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2001,20,38,80,12,90,40,15,16,74,68,70,80
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2002,52,54,90,120,61,471,66,21,68,75,63,48
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2003,38,54,65,85,60,62,58,64,54,84,70,62
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2004,54,100,34,130,0,0,0,0,0,0,0,0
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2005,0,60,11,28,96,90,42,35,54,100,58,80
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2006,0,0,0,0,0,0,0,0,0,0,75,65
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2007,96,32,73,67,67,72,38,52,64,96,64,82
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2008,58,58,68,58,96,94,60,80,62,64,80,85
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2009,72,60,84,94,54,38,30,26,34,60,90,90
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2010,45,50,30,95,83,70,76,42,104,52,80,93
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2011,58,100,64,105,53,67,30,60,36,68,57,62
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2012,39,36,110,80,62,58,88,40,32,84,58,62
Pte La Panela,2119730,935100,960580,Cabrera,R. Negro,Q. La Panela,2013,60,100,90,110,60,38,30,52,36,0,0,0
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1991,86,66,115,70,72,76,110,133,0,0,0,73
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1992,83,59,149,75,83,73,102,128,0,0,0,0
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1993,70,62,71,82,66,81,0,92,107,0,90,90
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1994,70,0,0,70,80,120,160,120,100,0,0,0
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1995,0,0,110,150,230,120,0,0,0,0,0,0
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1997,0,0,0,0,0,0,0,0,0,0,88,85
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1998,81,99,108,110,110,110,116,112,80,96,110,126
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,1999,135,80,85,95,110,120,125,120,120,135,140,300
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2000,110,140,135,115,2000,200,300,130,140,140,125,100
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2001,110,80,80,140,80,80,120,120,135,100,110,115
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2002,90,100,100,125,135,160,135,125,130,120,120,120
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2010,87,87,97,115,150,98,98,95,65,88,120,65
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2011,85,125,130,195,100,115,110,110,94,105,150,138
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2012,107,115,105,200,130,100,195,135,115,210,100,70
Pte La Calera,2120872,1014000,1012400,La Calera,R. Teusacá,R. Teusacá,2013,45,35,24,60,45,44,45,48,24,0,0,0
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1991,49,0,115,70,45,50,108,99,74,80,248,77
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1992,38,70,51,59,50,50,128,99,82,47,163,262
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1993,70,119,73,105,236,90,86,68,72,56,208,114
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1994,98,70,94,133,110,65,83,66,120,204,128,54
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1995,10,10,104,88,63,56,52,97,42,110,104,78
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1996,40,54,152,109,399,110,152,62,58,196,84,150
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1997,120,62,68,78,45,50,86,66,50,80,44,35
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1998,22,32,54,54,116,96,98,86,60,82,68,100
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1999,108,90,170,104,58,58,52,60,95,153,140,120
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2000,45,92,130,104,55,108,68,68,88,170,182,47
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2001,42,26,94,37,48,58,74,116,146,72,178,76
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2002,47,0,48,102,0,0,0,0,0,0,0,0
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2003,0,0,0,0,92,40,150,105,55,180,170,220
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2004,42,130,42,90,160,95,65,70,90,150,105,150
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2005,45,45,10,50,80,50,54,0,0,0,0,0
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2006,60,40,110,295,300,250,0,0,150,230,310,215
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2007,145,140,144,220,200,200,165,178,165,278,270,240
Pte La Balsa,2401733,1080550,1034750,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2008,195,170,160,175,250,235,282,250,250,245,320,270
